新北投溫泉區,北投區,121.508447,25.137077,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002891.jpg
大稻埕碼頭,大同區,121.508274,25.056847,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D906/E6/F186/809f30db-7079-421f-a625-7baa8ec21874.JPG
士林官邸,士林區,121.530849,25.091713,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D7/E691/F391/db1eba17-f937-466a-a3be-f2ef35c88971.JPG
國立故宮博物院,士林區,121.5496,25.1013,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000721.jpg
北投圖書館,北投區,121.506343,25.136571,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D975/E0/F413/b7c25472-02a3-4a02-ac57-8d3f6e8ce31b.jpg
陽明山溫泉區,北投區,121.547742,25.15579,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000987.jpg
關渡、金色水岸、八里左岸自行車道,北投區,121.465255,25.124904,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D8/E522/F82/a484053b-bdb9-4c1f-87c3-12408399e743.jpg
大安森林公園,大安區,121.5362,25.0296,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D31/E337/F270/85f03be7-cd0c-4bde-812f-7b7f603d7281.jpg
地熱谷,北投區,121.511592,25.137940,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D457/E341/F171/f6dc25a6-cc44-4e4d-a7ea-aea011e2aa65.jpg
南港山系-象山親山步道,信義區,121.571970,25.023757,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C2/D74/E860/F223/f28f9ff0-a457-4687-8630-bb5bfb793d46.jpg
艋舺龍山寺,萬華區,121.499962,25.036798,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D980/E373/F435/525bd753-2dbf-4869-9705-021731d78fa6.jpg
行天宮,中山區,121.533838,25.063059,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D738/E481/F193/d429a5f5-50be-47f3-9414-3b80c9c90c01.jpg
梅庭,北投區,121.508682,25.137025,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D670/E788/F892/a8db3cfc-d3ce-416c-98db-767282a0de39.JPG
中正紀念堂,中正區,121.52194,25.03471,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D955/E18/F665/d3d2803e-1486-4755-bf40-84fe3bbaf915.JPG
台北探索館,信義區,121.56376,25.03758,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000400.jpg
二格山系-指南宮貓空親山步道,文山區,121.581059,24.984413,https://www.travel.taipei/streams/scenecms/maokong.flv
北投溫泉博物館,北投區,121.507153,25.136691,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000383.jpg
琉園水晶博物館(暫時休館),北投區,121.468942,25.127255,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000814.jpg
華山1914文化創意產業園區,中正區,121.52887,25.04381,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000957.jpg
長榮海事博物館,中正區,121.518770,25.038728,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002525.jpg
台北101,信義區,121.564837,25.033194,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D130/E790/F130/8b46b790-5fdf-4369-8429-348d9696ea92.JPG
袖珍博物館,中山區,121.536287,25.050375,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000763.jpg
新店溪、大漢溪與淡水河自行車道,萬華區,121.504196,25.020141,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000982.jpg
北投公園,北投區,121.507289,25.136663,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D0/E197/F985/2e61e8f0-7e1d-459e-97ee-02ffff0cee99.jpg
台北霞海城隍廟,大同區,121.510085,25.055565,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D692/E511/F99/400375a8-7dcf-4244-a745-04c644b54446.JPG
國父紀念館,信義區,121.560314,25.040055,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D756/E285/F317/2ece2309-3d1c-49da-8d3a-32e0227e7732.JPG
陽明山國家公園,士林區,121.547742,25.15579,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003995.JPG
臺北市立動物園,文山區,121.58211,24.99883,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003998.JPG
碧湖公園,內湖區,121.581244,25.082220,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002937.jpg
基隆河左、右岸親水,士林區,121.530239,25.071668,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000841.jpg
大湖公園,內湖區,121.60231,25.08282,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D601/E973/F153/a4af35d8-08c4-41d1-9363-a0a9f55ad5c8.jpg
臺北忠烈祠,中山區,121.5330,25.0788,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000792.jpg
關渡碼頭-甘豆門,北投區,121.461523,25.122507,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D19/E175/F181/dfdbf582-0eb6-463f-942d-0740365f8e07.jpg
社子島環島與二重疏洪道自行車道,士林區,121.503137,25.08952,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000847.jpg
七星山系-天母古道親山步道,士林區,121.534101,25.126878,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000378.jpg
台北當代藝術館,大同區,121.51892,25.05072,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000736.jpg
光點臺北,中山區,121.522450,25.053225,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000395.jpg
臺北市立美術館,中山區,121.524340,25.072852,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D344/E484/F771/2d2eccef-162e-4ac4-9722-fc3b0e2c6110.jpg
行天宮北投分宮-忠義廟,北投區,121.47744,25.13748,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002396.jpg
景美溪左、右岸自行車道,文山區,121.587451,25.0029,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000845.jpg
國立歷史博物館,中正區,121.51121,25.03161,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000726.jpg
冷水坑溫泉區,士林區,121.56286,25.16791,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000852.jpg
西門紅樓,萬華區,121.506885,25.042057,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D0/E196/F394/04a253bf-bfc9-4a93-86b2-4c241b2aa596.jpg
松山慈祐宮,松山區,121.57774,25.05103,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000936.jpg
關渡宮,北投區,121.464010,25.117655,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000949.jpg
北投文物館,北投區,121.51479,25.13819,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D932/E980/F153/6645bd52-cb16-42f8-acb0-d1540bd8eb43.jpg
內溝溪景觀生態步道,內湖區,121.62398,25.08037,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003131.jpg
二二八和平公園,中正區,121.515468,25.040363,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000789.jpg
國立臺灣科學教育館,士林區,121.5159,25.0959,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000730.jpg
指南宮,文山區,121.587087,24.978651,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000933.jpg
臺北啤酒工廠(原建國啤酒廠),中山區,121.535389,25.046111,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D371/E898/F512/d3cccbad-ae72-4762-929c-fac008d6d3b0.jpg
松山文創園區,信義區,121.560437,25.043303,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D2/E769/F162/3a46fb74-e6ca-4f51-b610-29b1de723578.JPG
大龍峒保安宮,大同區,121.515416,25.073138,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D826/E139/F975/ffabac59-b3a0-4727-9d37-c30a4cc6093e.jpg
雙溪生活水岸,士林區,121.523704,25.098516,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002567.jpg
陽明山中山樓,北投區,121.552772,25.155623,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003127.jpg
臺北市鄉土教育中心(剝皮寮歷史街區),萬華區,121.50326,25.03666,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D475/E740/F768/02b51f33-52ed-4399-89aa-900017eb5af9.jpg
自來水博物館,中正區,121.530106,25.012652,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D55/E786/F407/e5c733d0-c433-42d8-9c6b-2b1aa72b8c0c.jpg
華中河濱公園,萬華區,121.494840,25.015403,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D0/E197/F321/c0db5455-2538-44ac-922a-518e4215f072.JPG
